,YM,monthNumber,TAVG_Celsius,avgTempsC,month,Diff
439,198808,08,14.587813620071685,15.022075055187633,August,-0.43426143511594795
440,198809,09,11.277777777777777,9.910919540229894,September,1.3668582375478824
441,198810,10,4.60573476702509,4.947222222222226,October,-0.34148745519713675
442,198811,11,-3.1851851851851847,0.3235124205661469,November,-3.5086976057513315
443,198812,12,-6.236559139784945,-4.1680440771349865,December,-2.0685150626499587
444,198901,01,-0.25089605734766995,-5.8773424190800645,January,5.626446361732395
445,198902,02,0.4166666666666667,-6.99048210221395,February,7.407148768880617
446,198903,03,1.5949820788530462,-3.8412698412698436,March,5.43625192012289
447,198904,04,5.518518518518519,2.4278752436647184,April,3.0906432748538006
448,198905,05,11.057347670250897,9.522613065326631,May,1.5347346049242656
449,198906,06,16.12962962962963,14.711897738446416,June,1.4177318911832142
450,198907,07,17.473118279569892,16.498881431767344,July,0.9742368478025476
451,198908,08,14.354838709677422,15.022075055187633,August,-0.6672363455102115
452,198909,09,11.555555555555555,9.910919540229894,September,1.644636015325661
453,198910,10,5.358422939068101,4.947222222222226,October,0.4112007168458742
454,198911,11,0.48148148148148173,0.3235124205661469,November,0.15796906091533486
455,198912,12,-4.982078853046596,-4.1680440771349865,December,-0.8140347759116091
456,199001,01,-3.8709677419354827,-5.8773424190800645,January,2.006374677144582
457,199002,02,1.1706349206349205,-6.99048210221395,February,8.16111702284887
458,199003,03,1.3799283154121862,-3.8412698412698436,March,5.22119815668203
459,199004,04,6.203703703703704,2.4278752436647184,April,3.7758284600389858
460,199005,05,9.874551971326163,9.522613065326631,May,0.3519389059995319
461,199006,06,14.388888888888891,14.711897738446416,June,-0.3230088495575245
462,199007,07,15.913978494623654,16.498881431767344,July,-0.5849029371436902
463,199008,08,15.78853046594982,15.022075055187633,August,0.7664554107621875
464,199009,09,8.703703703703704,9.910919540229894,September,-1.2072158365261902
465,199010,10,5.340501792114697,4.947222222222226,October,0.3932795698924707
466,199011,11,-0.9814814814814816,0.3235124205661469,November,-1.3049939020476284
467,199012,12,-1.021505376344086,-4.1680440771349865,December,3.1465387007909005
468,199101,01,-2.9928315412186377,-5.8773424190800645,January,2.884510877861427
469,199102,02,-6.250000000000002,-6.99048210221395,February,0.7404821022139485
470,199103,03,-0.645161290322581,-3.8412698412698436,March,3.1961085509472626
471,199104,04,3.6851851851851847,2.4278752436647184,April,1.2573099415204663
472,199105,05,8.046594982078854,9.522613065326631,May,-1.4760180832477765
473,199106,06,12.925925925925926,14.711897738446416,June,-1.78597181252049
474,199107,07,17.724014336917563,16.498881431767344,July,1.2251329051502182
475,199108,08,16.666666666666664,15.022075055187633,August,1.644591611479031
476,199109,09,9.944444444444441,9.910919540229894,September,0.03352490421454668
477,199110,10,5.860215053763441,4.947222222222226,October,0.9129928315412146
478,199111,11,3.185185185185185,0.3235124205661469,November,2.8616727646190383
479,199112,12,-1.236559139784946,-4.1680440771349865,December,2.9314849373500405
480,199201,01,-1.5770609318996416,-5.8773424190800645,January,4.300281487180423
481,199202,02,-2.049808429118773,-6.99048210221395,February,4.940673673095177
482,199203,03,0.9139784946236557,-3.8412698412698436,March,4.7552483358935
483,199204,04,2.0,2.4278752436647184,April,-0.4278752436647184
484,199205,05,11.451612903225808,9.522613065326631,May,1.9289998378991768
485,199206,06,15.907407407407403,14.711897738446416,June,1.1955096689609874
486,199207,07,16.810035842293907,16.498881431767344,July,0.31115441052656223
487,199208,08,14.964157706093191,15.022075055187633,August,-0.05791734909444202
488,199209,09,12.018518518518515,9.910919540229894,September,2.107598978288621
489,199210,10,0.6451612903225813,4.947222222222226,October,-4.3020609318996454
490,199211,11,-1.3148148148148147,0.3235124205661469,November,-1.6383272353809615
491,199212,12,0.44802867383512546,-4.1680440771349865,December,4.616072750970112
492,199301,01,-1.7741935483870968,-5.8773424190800645,January,4.1031488706929675
493,199302,02,-2.6785714285714284,-6.99048210221395,February,4.311910673642522
494,199303,03,-0.6630824372759858,-3.8412698412698436,March,3.178187403993858
495,199304,04,3.7222222222222223,2.4278752436647184,April,1.294346978557504
496,199305,05,13.458781362007166,9.522613065326631,May,3.9361682966805347
497,199306,06,12.203703703703704,14.711897738446416,June,-2.5081940347427114
498,199307,07,16.093189964157705,16.498881431767344,July,-0.40569146760963903
499,199308,08,13.637992831541219,15.022075055187633,August,-1.3840822236464145
500,199309,09,6.500000000000001,9.910919540229894,September,-3.4109195402298935
501,199310,10,3.781362007168459,4.947222222222226,October,-1.1658602150537676
502,199311,11,-3.037037037037037,0.3235124205661469,November,-3.360549457603184
503,199312,12,-2.9569892473118276,-4.1680440771349865,December,1.211054829823159
504,199401,01,-3.9784946236559136,-5.8773424190800645,January,1.898847795424151
505,199402,02,-12.956349206349202,-6.99048210221395,February,-5.965867104135252
506,199403,03,-2.5806451612903225,-3.8412698412698436,March,1.260624679979521
507,199404,04,5.203703703703704,2.4278752436647184,April,2.7758284600389858
508,199405,05,8.45878136200717,9.522613065326631,May,-1.0638317033194618
509,199406,06,12.87037037037037,14.711897738446416,June,-1.8415273680760453
510,199407,07,19.928315412186382,16.498881431767344,July,3.429433980419038
511,199408,08,15.591397849462364,15.022075055187633,August,0.569322794274731
512,199409,09,11.148148148148149,9.910919540229894,September,1.2372286079182544
513,199410,10,4.856630824372759,4.947222222222226,October,-0.09059139784946701
514,199411,11,-0.4259259259259261,0.3235124205661469,November,-0.749438346492073
515,199412,12,-0.48387096774193566,-4.1680440771349865,December,3.684173109393051
516,199501,01,-3.154121863799283,-5.8773424190800645,January,2.7232205552807813
517,199502,02,-0.3769841269841271,-6.99048210221395,February,6.613497975229823
518,199503,03,0.19713261648745514,-3.8412698412698436,March,4.038402457757298
519,199504,04,3.388888888888889,2.4278752436647184,April,0.9610136452241704
520,199505,05,9.21146953405018,9.522613065326631,May,-0.31114353127645167
521,199506,06,17.555555555555554,14.711897738446416,June,2.843657817109138
522,199507,07,16.0752688172043,16.498881431767344,July,-0.42361261456304433
523,199508,08,16.200716845878137,15.022075055187633,August,1.178641790690504
524,199509,09,10.944444444444446,9.910919540229894,September,1.033524904214552
525,199510,10,8.046594982078854,4.947222222222226,October,3.099372759856628
526,199511,11,-2.166666666666666,0.3235124205661469,November,-2.490179087232813
527,199512,12,-8.010752688172042,-4.1680440771349865,December,-3.8427086110370556
528,199601,01,-6.093189964157707,-5.8773424190800645,January,-0.2158475450776427
529,199602,02,-10.134099616858238,-6.99048210221395,February,-3.143617514644288
530,199603,03,-3.207885304659498,-3.8412698412698436,March,0.6333845366103454
531,199604,04,3.2592592592592586,2.4278752436647184,April,0.8313840155945402
532,199605,05,9.265232974910395,9.522613065326631,May,-0.2573800904162358
533,199606,06,13.57407407407407,14.711897738446416,June,-1.1378236643723447
534,199607,07,14.749103942652331,16.498881431767344,July,-1.7497774891150133
535,199608,08,17.68817204301076,15.022075055187633,August,2.666096987823126
536,199609,09,8.851851851851851,9.910919540229894,September,-1.0590676883780432
537,199610,10,6.774193548387097,4.947222222222226,October,1.8269713261648706
538,199611,11,3.4074074074074088,0.3235124205661469,November,3.083894986841262
539,199612,12,-5.089605734767025,-4.1680440771349865,December,-0.9215616576320382
540,199701,01,-4.1039426523297475,-5.8773424190800645,January,1.773399766750317
541,199702,02,-3.2341269841269846,-6.99048210221395,February,3.7563551180869656
542,199703,03,-0.6989247311827957,-3.8412698412698436,March,3.1423451100870476
543,199704,04,2.018518518518518,2.4278752436647184,April,-0.40935672514620025
544,199705,05,8.440860215053764,9.522613065326631,May,-1.081752850272867
545,199706,06,16.592592592592595,14.711897738446416,June,1.8806948541461797
546,199707,07,18.584229390681,16.498881431767344,July,2.0853479589136548
547,199708,08,18.53046594982079,15.022075055187633,August,3.5083908946331572
548,199709,09,10.518518518518515,9.910919540229894,September,0.6075989782886211
549,199710,10,3.046594982078853,4.947222222222226,October,-1.9006272401433733
550,199711,11,0.2407407407407406,0.3235124205661469,November,-0.08277167982540629
551,199712,12,-3.3333333333333335,-4.1680440771349865,December,0.834710743801653
552,199801,01,-1.720430107526882,-5.8773424190800645,January,4.1569123115531825
553,199802,02,-4.444444444444444,-6.99048210221395,February,2.5460376577695065
554,199803,03,-4.211469534050179,-3.8412698412698436,March,-0.3701996927803357
555,199804,04,2.9444444444444446,2.4278752436647184,April,0.5165692007797262
556,199805,05,10.448028673835127,9.522613065326631,May,0.9254156085084961
557,199806,06,14.611111111111112,14.711897738446416,June,-0.10078662733530308
558,199807,07,16.308243727598565,16.498881431767344,July,-0.190637704168779
559,199808,08,13.763440860215054,15.022075055187633,August,-1.2586341949725792
560,199809,09,11.7037037037037,9.910919540229894,September,1.7927841634738062
561,199810,10,5.913978494623656,4.947222222222226,October,0.9667562724014296
562,199811,11,-3.314814814814815,0.3235124205661469,November,-3.6383272353809617
563,199812,12,-1.9892473118279572,-4.1680440771349865,December,2.1787967653070295
564,199901,01,-5.481481481481482,-5.8773424190800645,January,0.39586093759858265
565,199902,02,-7.1230158730158735,-6.99048210221395,February,-0.1325337708019232
566,199903,03,-1.2724014336917564,-3.8412698412698436,March,2.568868407578087
567,199904,04,5.907407407407407,2.4278752436647184,April,3.479532163742689
568,199905,05,8.100358422939069,9.522613065326631,May,-1.4222546423875624
569,199906,06,18.555555555555554,14.711897738446416,June,3.843657817109138
570,199907,07,19.318996415770613,16.498881431767344,July,2.8201149840032684
571,199908,08,15.50179211469534,15.022075055187633,August,0.47971705950770627
572,199909,09,12.925925925925927,9.910919540229894,September,3.015006385696033
573,199910,10,6.8637992831541235,4.947222222222226,October,1.916577060931897
574,199911,11,2.722222222222222,0.3235124205661469,November,2.398709801656075
575,199912,12,-2.078853046594982,-4.1680440771349865,December,2.0891910305400043
576,200001,01,-2.724014336917563,-5.8773424190800645,January,3.1533280821625014
577,200002,02,-2.3563218390804606,-6.99048210221395,February,4.63416026313349
578,200003,03,-0.6272401433691756,-3.8412698412698436,March,3.214029697900668
579,200004,04,6.4259259259259265,2.4278752436647184,April,3.998050682261208
580,200005,05,10.949820788530465,9.522613065326631,May,1.4272077232038338
581,200006,06,14.5,14.711897738446416,June,-0.21189773844641557
582,200007,07,16.97132616487455,16.498881431767344,July,0.47244473310720636
583,200008,08,15.555555555555552,15.022075055187633,August,0.5334805003679186
584,200009,09,9.74074074074074,9.910919540229894,September,-0.17017879948915393
585,200010,10,8.978494623655916,4.947222222222226,October,4.031272401433689
586,200011,11,4.666666666666667,0.3235124205661469,November,4.34315424610052
587,200012,12,1.2544802867383518,-4.1680440771349865,December,5.422524363873338
588,200101,01,-2.114695340501792,-5.8773424190800645,January,3.7626470785782726
589,200102,02,-7.896825396825397,-6.99048210221395,February,-0.9063432946114469
590,200103,03,-3.5842293906810037,-3.8412698412698436,March,0.25704045058883995
591,200104,04,5.499999999999999,2.4278752436647184,April,3.0721247563352807
592,200105,05,9.641577060931901,9.522613065326631,May,0.11896399560527016
593,200106,06,14.203703703703708,14.711897738446416,June,-0.5081940347427079
594,200107,07,20.41218637992832,16.498881431767344,July,3.913304948160974
595,200108,08,16.397849462365592,15.022075055187633,August,1.3757744071779587
596,200109,09,12.148148148148152,9.910919540229894,September,2.237228607918258
597,200110,10,8.13620071684588,4.947222222222226,October,3.188978494623653
598,200111,11,-0.01851851851851855,0.3235124205661469,November,-0.3420309390846654
599,200112,12,-7.060931899641577,-4.1680440771349865,December,-2.892887822506591
600,200201,01,-3.512544802867383,-5.8773424190800645,January,2.3647976162126816
601,200202,02,-0.8134920634920635,-6.99048210221395,February,6.176990038721887
602,200203,03,0.3584229390681005,-3.8412698412698436,March,4.199692780337944
603,200204,04,5.796296296296297,2.4278752436647184,April,3.3684210526315783
604,200205,05,12.060931899641574,9.522613065326631,May,2.5383188343149428
605,200206,06,16.370370370370374,14.711897738446416,June,1.6584726319239582
606,200207,07,19.390681003584227,16.498881431767344,July,2.8917995718168825
607,200208,08,19.37275985663083,15.022075055187633,August,4.350684801443196
608,200209,09,11.203703703703708,9.910919540229894,September,1.2927841634738133
609,200210,10,0.5913978494623657,4.947222222222226,October,-4.3558243727598605
610,200211,11,-2.7777777777777777,0.3235124205661469,November,-3.1012901983439245
611,200212,12,-8.207885304659499,-4.1680440771349865,December,-4.039841227524512
612,200301,01,-9.802867383512543,-5.8773424190800645,January,-3.925524964432479
613,200302,02,-5.753968253968255,-6.99048210221395,February,1.2365138482456954
614,200303,03,-1.4874551971326169,-3.8412698412698436,March,2.353814644137227
615,200304,04,2.5,2.4278752436647184,April,0.07212475633528159
616,200305,05,9.856630824372758,9.522613065326631,May,0.3340177590461266
617,200306,06,13.111111111111112,14.711897738446416,June,-1.600786627335303
618,200307,07,20.32258064516129,16.498881431767344,July,3.823699213393944
619,200308,08,15.913978494623656,15.022075055187633,August,0.8919034394360228
620,200309,09,11.500000000000002,9.910919540229894,September,1.5890804597701074
621,200310,10,3.548387096774194,4.947222222222226,October,-1.3988351254480325
622,200311,11,2.907407407407407,0.3235124205661469,November,2.58389498684126
623,200312,12,-0.9677419354838707,-4.1680440771349865,December,3.200302141651116
624,200401,01,-7.20430107526882,-5.8773424190800645,January,-1.3269586561887552
625,200402,02,-4.885057471264368,-6.99048210221395,February,2.1054246309495825
626,200403,03,-1.4157706093189963,-3.8412698412698436,March,2.4254992319508473
627,200404,04,4.425925925925926,2.4278752436647184,April,1.9980506822612072
628,200405,05,10.125448028673837,9.522613065326631,May,0.6028349633472061
629,200406,06,13.0,14.711897738446416,June,-1.7118977384464156
630,200407,07,16.344086021505376,16.498881431767344,July,-0.1547954102619684
631,200408,08,16.68458781362007,15.022075055187633,August,1.6625127584324364
632,200409,09,12.25925925925926,9.910919540229894,September,2.348339719029365
633,200410,10,5.609318996415771,4.947222222222226,October,0.6620967741935448
634,200411,11,-0.2777777777777774,0.3235124205661469,November,-0.6012901983439243
635,200412,12,-0.4480286738351256,-4.1680440771349865,December,3.7200154032998607
636,200501,01,-0.9856630824372762,-5.8773424190800645,January,4.891679336642788
637,200502,02,-5.674603174603173,-6.99048210221395,February,1.3158789276107772
638,200503,03,-6.39784946236559,-3.8412698412698436,March,-2.5565796210957465
639,200504,04,4.351851851851852,2.4278752436647184,April,1.9239766081871337
640,200505,05,10.268817204301076,9.522613065326631,May,0.7462041389744449
641,200506,06,14.129629629629628,14.711897738446416,June,-0.5822681088167876
642,200507,07,18.924731182795696,16.498881431767344,July,2.425849751028352
643,200508,08,16.14695340501792,15.022075055187633,August,1.1248783498302881
644,200509,09,12.277777777777779,9.910919540229894,September,2.366858237547884
645,200510,10,7.060931899641579,4.947222222222226,October,2.1137096774193527
646,200511,11,3.629629629629629,0.3235124205661469,November,3.306117209063482
647,200512,12,-3.38709677419355,-4.1680440771349865,December,0.7809473029414367
648,200601,01,-4.713261648745521,-5.8773424190800645,January,1.164080770334544
649,200602,02,-9.087301587301589,-6.99048210221395,February,-2.0968194850876385
650,200603,03,-6.666666666666666,-3.8412698412698436,March,-2.8253968253968225
651,200604,04,3.8148148148148144,2.4278752436647184,April,1.386939571150096
652,200605,05,10.57347670250896,9.522613065326631,May,1.0508636371823297
653,200606,06,16.25925925925926,14.711897738446416,June,1.547361520812844
654,200607,07,18.906810035842298,16.498881431767344,July,2.4079286040749537
655,200608,08,18.100358422939067,15.022075055187633,August,3.0782833677514336
656,200609,09,13.685185185185185,9.910919540229894,September,3.7742656449552907
657,200610,10,7.634408602150538,4.947222222222226,October,2.6871863799283116
658,200611,11,1.6481481481481481,0.3235124205661469,November,1.3246357275820013
659,200612,12,3.279569892473119,-4.1680440771349865,December,7.447613969608105
660,200701,01,-2.2759856630824373,-5.8773424190800645,January,3.601356755997627
661,200702,02,-9.662698412698413,-6.99048210221395,February,-2.6722163104844627
662,200703,03,2.831541218637993,-3.8412698412698436,March,6.672811059907836
663,200704,04,5.185185185185184,2.4278752436647184,April,2.757309941520466
664,200705,05,10.985663082437275,9.522613065326631,May,1.4630500171106444
665,200706,06,15.462962962962964,14.711897738446416,June,0.7510652245165481
666,200707,07,17.240143369175627,16.498881431767344,July,0.7412619374082823
667,200708,08,17.1505376344086,15.022075055187633,August,2.128462579220967
668,200709,09,10.925925925925926,9.910919540229894,September,1.0150063856960312
669,200710,10,6.433691756272399,4.947222222222226,October,1.4864695340501726
670,200711,11,0.07407407407407411,0.3235124205661469,November,-0.24943834649207275
671,200712,12,1.6487455197132617,-4.1680440771349865,December,5.816789596848248
672,200801,01,-0.2150537634408603,-5.8773424190800645,January,5.6622886556392045
673,200802,02,0.34482758620689646,-6.99048210221395,February,7.335309688420847
674,200803,03,-0.5197132616487457,-3.8412698412698436,March,3.321556579621098
675,200804,04,6.24074074074074,2.4278752436647184,April,3.812865497076021
676,200805,05,10.734767025089603,9.522613065326631,May,1.212153959762972
677,200806,06,14.537037037037038,14.711897738446416,June,-0.17486070140937748
678,200807,07,17.060931899641577,16.498881431767344,July,0.5620504678742329
679,200808,08,14.802867383512542,15.022075055187633,August,-0.21920767167509148
680,200809,09,9.59259259259259,9.910919540229894,September,-0.3183269476373045
681,200810,10,8.225806451612906,4.947222222222226,October,3.2785842293906793
682,200811,11,2.4814814814814805,0.3235124205661469,November,2.1579690609153337
683,200812,12,0.43010752688172044,-4.1680440771349865,December,4.5981516040167065
684,200901,01,-3.9784946236559144,-5.8773424190800645,January,1.89884779542415
685,200902,02,-5.0,-6.99048210221395,February,1.9904821022139503
686,200903,03,-1.7921146953405014,-3.8412698412698436,March,2.0491551459293422
687,200904,04,4.5740740740740735,2.4278752436647184,April,2.146198830409355
688,200905,05,11.487455197132617,9.522613065326631,May,1.9648421318059857
689,200906,06,14.111111111111109,14.711897738446416,June,-0.6007866273353066
690,200907,07,17.1326164874552,16.498881431767344,July,0.633735055687854
691,200908,08,16.0752688172043,15.022075055187633,August,1.053193762016667
692,200909,09,12.833333333333334,9.910919540229894,September,2.9224137931034395
693,200910,10,3.3154121863799273,4.947222222222226,October,-1.6318100358422991
694,200911,11,2.5555555555555554,0.3235124205661469,November,2.2320431349894085
695,200912,12,-5.340501792114695,-4.1680440771349865,December,-1.1724577149797089
696,201001,01,-12.562724014336917,-5.8773424190800645,January,-6.685381595256852
697,201002,02,-9.126984126984128,-6.99048210221395,February,-2.136502024770178
698,201003,03,-2.580645161290321,-3.8412698412698436,March,1.2606246799795224
699,201004,04,4.611111111111111,2.4278752436647184,April,2.1832358674463923
700,201005,05,11.899641577060931,9.522613065326631,May,2.3770285117343004
701,201006,06,14.88888888888889,14.711897738446416,June,0.1769911504424737
702,201007,07,22.32974910394265,16.498881431767344,July,5.830867672175305
703,201008,08,17.670250896057347,15.022075055187633,August,2.6481758408697136
704,201009,09,11.5,9.910919540229894,September,1.5890804597701056
705,201010,10,5.053763440860214,4.947222222222226,October,0.10654121863798771
706,201011,11,-1.7037037037037035,0.3235124205661469,November,-2.0272161242698505
707,201012,12,-8.870967741935482,-4.1680440771349865,December,-4.702923664800496
708,201101,01,-5.448028673835126,-5.8773424190800645,January,0.42931374524493826
709,201102,02,-11.944444444444443,-6.99048210221395,February,-4.953962342230493
710,201103,03,-1.5949820788530464,-3.8412698412698436,March,2.246287762416797
711,201104,04,5.962962962962963,2.4278752436647184,April,3.5350877192982444
712,201105,05,10.734767025089603,9.522613065326631,May,1.212153959762972
713,201106,06,17.370370370370367,14.711897738446416,June,2.658472631923951
714,201107,07,20.788530465949822,16.498881431767344,July,4.289649034182478
715,201108,08,16.827956989247312,15.022075055187633,August,1.8058819340596788
716,201109,09,13.074074074074074,9.910919540229894,September,3.16315453384418
717,201110,10,7.6702508960573486,4.947222222222226,October,2.723028673835122
718,201111,11,4.37037037037037,0.3235124205661469,November,4.046857949804223
719,201112,12,2.1863799283154126,-4.1680440771349865,December,6.354424005450399
720,201201,01,-4.999999999999999,-5.8773424190800645,January,0.8773424190800654
721,201202,02,-8.160919540229887,-6.99048210221395,February,-1.170437438015937
722,201203,03,-0.1433691756272401,-3.8412698412698436,March,3.6979006656426034
723,201204,04,3.907407407407407,2.4278752436647184,April,1.4795321637426886
724,201205,05,11.11111111111111,9.522613065326631,May,1.5884980457844797
725,201206,06,13.61111111111111,14.711897738446416,June,-1.1007866273353049
726,201207,07,17.903225806451612,16.498881431767344,July,1.4043443746842676
727,201208,08,15.286738351254481,15.022075055187633,August,0.264663296066848
728,201209,09,11.75925925925926,9.910919540229894,September,1.8483397190293651
729,201210,10,5.860215053763443,4.947222222222226,October,0.9129928315412164
730,201211,11,3.240740740740741,0.3235124205661469,November,2.917228320174594
731,201212,12,-6.6308243727598555,-4.1680440771349865,December,-2.462780295624869
732,201301,01,-5.860215053763439,-5.8773424190800645,January,0.017127365316625287
733,201302,02,-2.6190476190476195,-6.99048210221395,February,4.371434483166331
734,201303,03,-6.756272401433692,-3.8412698412698436,March,-2.915002560163848
735,201304,04,2.7592592592592595,2.4278752436647184,April,0.3313840155945411
736,201305,05,13.297491039426522,9.522613065326631,May,3.7748779740998906
737,201306,06,17.814814814814817,14.711897738446416,June,3.102917076368401
738,201307,07,18.02867383512545,16.498881431767344,July,1.5297924033581047
739,201308,08,17.025089605734767,15.022075055187633,August,2.0030145505471335
740,201309,09,11.592592592592599,9.910919540229894,September,1.6816730523627044
741,201310,10,6.577060931899641,4.947222222222226,October,1.629838709677415
742,201311,11,3.555555555555556,0.3235124205661469,November,3.232043134989409
743,201312,12,1.3620071684587813,-4.1680440771349865,December,5.530051245593768
744,201401,01,-7.508960573476703,-5.8773424190800645,January,-1.6316181543966382
745,201402,02,-0.3769841269841269,-6.99048210221395,February,6.613497975229824
746,201403,03,1.5232974910394268,-3.8412698412698436,March,5.364567332309271
747,201404,04,5.611111111111112,2.4278752436647184,April,3.183235867446393
748,201405,05,10.824372759856633,9.522613065326631,May,1.301759694530002
749,201406,06,13.555555555555559,14.711897738446416,June,-1.1563421828908567
750,201407,07,19.9820788530466,16.498881431767344,July,3.483197421279254
751,201408,08,17.293906810035843,15.022075055187633,August,2.2718317548482094
752,201409,09,11.888888888888888,9.910919540229894,September,1.977969348658993
753,201410,10,5.734767025089605,4.947222222222226,October,0.7875448028673784
754,201411,11,2.3148148148148153,0.3235124205661469,November,1.9913023942486685
755,201412,12,-1.146953405017921,-4.1680440771349865,December,3.021090672117065
756,201501,01,-1.8100358422939065,-5.8773424190800645,January,4.067306576786158
757,201502,02,0.11904761904761904,-6.99048210221395,February,7.109529721261569
758,201503,03,1.6666666666666665,-3.8412698412698436,March,5.50793650793651
759,201504,04,5.166666666666667,2.4278752436647184,April,2.7387914230019486
760,201505,05,9.587813620071682,9.522613065326631,May,0.06520055474505071
761,201506,06,13.537037037037038,14.711897738446416,June,-1.1748607014093775
762,201507,07,16.075268817204304,16.498881431767344,July,-0.4236126145630408
763,201508,08,16.70250896057348,15.022075055187633,August,1.6804339053858453
764,201509,09,12.537037037037038,9.910919540229894,September,2.6261174968071437
765,201510,10,5.179211469534049,4.947222222222226,October,0.23198924731182302
766,201511,11,4.592592592592592,0.3235124205661469,November,4.269080172026444
767,201512,12,2.204301075268817,-4.1680440771349865,December,6.3723451524038035
768,201601,01,-10.232974910394267,-5.8773424190800645,January,-4.355632491314203
769,201602,02,-0.4406130268199233,-6.99048210221395,February,6.549869075394027
770,201603,03,0.07168458781362012,-3.8412698412698436,March,3.912954429083464
771,201604,04,4.648148148148148,2.4278752436647184,April,2.2202729044834295
772,201605,05,13.85304659498208,9.522613065326631,May,4.3304335296554495
773,201606,06,15.370370370370372,14.711897738446416,June,0.6584726319239564
774,201607,07,17.419354838709676,16.498881431767344,July,0.9204734069423317
775,201608,08,15.896057347670252,15.022075055187633,August,0.8739822924826193
776,201609,09,12.444444444444445,9.910919540229894,September,2.5335249042145502
777,201610,10,4.498207885304659,4.947222222222226,October,-0.44901433691756765
778,201611,11,-0.5363984674329504,0.3235124205661469,November,-0.8599108879990973
779,201612,12,-0.788530465949821,-4.1680440771349865,December,3.3795136111851654
780,201701,01,-2.8888888888888875,-5.8773424190800645,January,2.988453530191177
781,201702,02,-3.194444444444444,-6.99048210221395,February,3.796037657769506
782,201703,03,0.6989247311827956,-3.8412698412698436,March,4.54019457245264
783,201704,04,2.240740740740741,2.4278752436647184,April,-0.18713450292397749
784,201705,05,9.46236559139785,9.522613065326631,May,-0.06024747392878105
785,201706,06,13.5,14.711897738446416,June,-1.2118977384464156
786,201707,07,15.716845878136203,16.498881431767344,July,-0.7820355536311414
787,201708,08,15.716845878136201,15.022075055187633,August,0.6947708229485681
788,201709,09,11.296296296296296,9.910919540229894,September,1.3853767560664014
789,201710,10,9.027777777777779,4.947222222222226,October,4.080555555555552
